Job,Task Characteristic,Column,Value
Demonstrators and Product Promoters,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Diagnostic Medical Sonographers,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Exercise Physiologists,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
First-Line Supervisors of Food Preparation and Serving Workers,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
First-Line Supervisors of Production and Operating Workers,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
First-Line Supervisors of Retail Sales Workers,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
"Hairdressers, Hairstylists, and Cosmetologists",Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Home Appliance Repairers,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Hospitalists,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Instructional Coordinators,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Licensed Practical and Licensed Vocational Nurses,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Loan Officers,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Loss Prevention Managers,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Nuclear Medicine Technologists,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Nursing Assistants,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Occupational Therapists,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Oral and Maxillofacial Surgeons,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Order Clerks,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Orthoptists,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Pharmacy Aides,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Pharmacy Technicians,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Phlebotomists,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Respiratory Therapists,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Sales Managers,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
"Service Unit Operators, Oil and Gas",Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Speech-Language Pathologists,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
"Wholesale and Retail Buyers, Except Farm Products",Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Acute Care Nurses,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Advertising Sales Agents,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Anesthesiologists,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Barbers,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
"Buyers and Purchasing Agents, Farm Products",Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Chief Executives,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Clergy,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Compliance Officers,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Court Reporters and Simultaneous Captioners,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
"Court, Municipal, and License Clerks",Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Critical Care Nurses,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Dental Assistants,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Detectives and Criminal Investigators,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Dietetic Technicians,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
"Directors, Religious Activities and Education",Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
"Elementary School Teachers, Except Special Education",Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Exercise Trainers and Group Fitness Instructors,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
First-Line Supervisors of Gambling Services Workers,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
"First-Line Supervisors of Mechanics, Installers, and Repairers",Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
Forest Fire Inspectors and Prevention Specialists,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
General and Operations Managers,Received Interdependence (your work depends on others),Work Context - Interpersonal Relationships,7
